experiment_session_id,variant,checkout_started,payment_attempt,payment_failed,order_completed,order_value
EXP07778,Control,1,1,0,1,758.93
EXP07779,Control,0,0,0,0,0.0
EXP07780,Control,1,1,1,0,0.0
EXP07781,Control,1,1,0,1,957.3
EXP07782,Treatment,1,1,1,0,0.0
EXP07783,Treatment,0,0,0,0,0.0
EXP07784,Treatment,0,0,0,0,0.0
EXP07785,Treatment,1,1,0,1,1006.77
EXP07786,Control,1,1,1,0,0.0
EXP07787,Treatment,1,1,0,1,937.3
EXP07788,Treatment,0,0,0,0,0.0
EXP07789,Treatment,1,1,0,1,553.27
EXP07790,Treatment,1,1,0,1,800.4
EXP07791,Control,1,0,0,0,0.0
EXP07792,Control,1,1,0,1,612.53
EXP07793,Control,0,0,0,0,0.0
EXP07794,Control,1,1,0,1,1407.87
EXP07795,Treatment,1,1,0,1,1054.35
EXP07796,Treatment,1,1,0,1,839.73
EXP07797,Treatment,1,1,1,0,0.0
EXP07798,Control,1,1,0,1,1013.52
EXP07799,Treatment,1,1,0,1,861.98
EXP07800,Control,1,1,0,1,907.23
EXP07801,Treatment,1,1,0,1,807.23
EXP07802,Control,1,1,1,0,0.0
EXP07803,Control,1,1,0,1,1017.69
EXP07804,Control,1,1,0,1,799.09
EXP07805,Control,1,1,0,1,910.01
EXP07806,Treatment,1,1,0,1,651.57
EXP07807,Control,0,0,0,0,0.0
EXP07808,Treatment,1,1,0,1,1573.1
EXP07809,Control,0,0,0,0,0.0
EXP07810,Treatment,1,1,0,1,662.67
EXP07811,Treatment,1,1,0,1,652.96
EXP07812,Control,0,0,0,0,0.0
EXP07813,Treatment,1,1,0,1,1054.33
EXP07814,Control,1,1,0,1,875.27
EXP07815,Control,1,1,0,1,681.32
EXP07816,Control,1,1,0,1,851.68
EXP07817,Control,1,1,0,1,1314.02
EXP07818,Treatment,1,0,0,0,0.0
EXP07819,Treatment,1,1,0,1,715.1
EXP07820,Treatment,1,1,0,1,975.14
EXP07821,Treatment,0,0,0,0,0.0
EXP07822,Treatment,1,1,0,1,440.87
EXP07823,Control,1,1,0,1,1163.82
EXP07824,Treatment,1,1,0,1,652.51
EXP07825,Control,1,1,0,1,907.17
EXP07826,Control,1,1,0,1,738.56
EXP07827,Treatment,1,1,0,1,811.07
EXP07828,Treatment,1,1,1,0,0.0
EXP07829,Control,1,0,0,0,0.0
EXP07830,Treatment,1,1,0,1,855.16
EXP07831,Treatment,0,0,0,0,0.0
EXP07832,Control,1,1,0,1,759.38
EXP07833,Treatment,1,1,0,1,486.08
EXP07834,Control,1,1,0,1,942.43
EXP07835,Treatment,1,1,0,1,665.34
EXP07836,Treatment,1,1,0,1,508.99
EXP07837,Treatment,1,1,0,1,531.97
EXP07838,Control,1,1,0,1,815.03
EXP07839,Control,1,1,0,1,962.52
EXP07840,Treatment,1,1,0,1,765.86
EXP07841,Control,1,1,0,1,980.7
EXP07842,Treatment,1,1,0,1,641.48
EXP07843,Control,1,1,0,1,944.19
EXP07844,Treatment,1,1,0,1,501.26
EXP07845,Control,1,1,1,0,0.0
EXP07846,Control,1,1,0,1,642.27
EXP07847,Treatment,0,0,0,0,0.0
EXP07848,Control,1,1,0,1,1133.91
EXP07849,Treatment,1,1,1,0,0.0
EXP07850,Control,1,1,0,1,917.23
EXP07851,Treatment,1,1,0,1,611.38
EXP07852,Control,1,1,0,1,689.38
EXP07853,Treatment,1,1,1,0,0.0
EXP07854,Treatment,1,1,0,1,787.69
EXP07855,Treatment,1,1,0,1,631.58
EXP07856,Treatment,0,0,0,0,0.0
EXP07857,Control,0,0,0,0,0.0
EXP07858,Control,1,1,0,1,1123.77
EXP07859,Treatment,1,0,0,0,0.0
EXP07860,Treatment,1,1,0,1,890.55
EXP07861,Control,1,1,1,0,0.0
EXP07862,Control,1,1,0,1,501.67
EXP07863,Treatment,1,1,0,1,995.96
EXP07864,Control,1,1,0,1,737.79
EXP07865,Control,0,0,0,0,0.0
EXP07866,Control,1,1,0,1,748.07
EXP07867,Control,1,1,0,1,703.51
EXP07868,Control,1,1,0,1,810.91
EXP07869,Treatment,1,1,1,0,0.0
EXP07870,Treatment,1,1,0,1,801.36
EXP07871,Treatment,0,0,0,0,0.0
EXP07872,Treatment,1,1,1,0,0.0
EXP07873,Control,1,1,0,1,389.49
EXP07874,Control,1,1,0,1,721.7
EXP07875,Treatment,1,1,0,1,1014.56
EXP07876,Control,0,0,0,0,0.0
EXP07877,Treatment,1,1,1,0,0.0
EXP07878,Control,1,0,0,0,0.0
EXP07879,Control,1,1,0,1,674.42
EXP07880,Control,1,1,0,1,605.72
EXP07881,Treatment,1,1,0,1,687.93
EXP07882,Control,1,1,0,1,680.9
EXP07883,Treatment,1,1,0,1,728.44
EXP07884,Treatment,1,1,0,1,728.61
EXP07885,Treatment,1,1,0,1,945.88
EXP07886,Control,1,1,0,1,779.37
EXP07887,Control,1,1,0,1,788.17
EXP07888,Treatment,0,0,0,0,0.0
EXP07889,Control,0,0,0,0,0.0
EXP07890,Treatment,0,0,0,0,0.0
EXP07891,Treatment,1,1,0,1,568.34
EXP07892,Control,0,0,0,0,0.0
EXP07893,Control,0,0,0,0,0.0
EXP07894,Treatment,1,1,0,1,645.62
EXP07895,Treatment,1,0,0,0,0.0
EXP07896,Control,1,1,0,1,1085.65
EXP07897,Control,0,0,0,0,0.0
EXP07898,Control,1,1,0,1,677.95
EXP07899,Treatment,1,1,1,0,0.0
EXP07900,Treatment,1,0,0,0,0.0
EXP07901,Control,0,0,0,0,0.0
EXP07902,Control,1,1,0,1,414.65
EXP07903,Treatment,1,1,0,1,677.22
EXP07904,Treatment,0,0,0,0,0.0
EXP07905,Control,1,1,0,1,588.78
EXP07906,Treatment,1,0,0,0,0.0
EXP07907,Control,1,1,0,1,688.06
EXP07908,Treatment,1,1,0,1,1023.03
EXP07909,Treatment,1,1,0,1,677.9
EXP07910,Control,0,0,0,0,0.0
EXP07911,Treatment,1,1,0,1,597.33
EXP07912,Control,1,1,0,1,653.87
EXP07913,Treatment,1,1,0,1,868.2
EXP07914,Control,1,1,0,1,674.29
EXP07915,Treatment,0,0,0,0,0.0
EXP07916,Treatment,0,0,0,0,0.0
EXP07917,Control,1,1,0,1,1887.66
EXP07918,Control,1,1,0,1,997.27
EXP07919,Treatment,0,0,0,0,0.0
EXP07920,Control,1,1,0,1,837.71
EXP07921,Treatment,1,1,0,1,924.25
EXP07922,Control,1,1,0,1,717.79
EXP07923,Control,0,0,0,0,0.0
EXP07924,Control,1,1,0,1,343.74
EXP07925,Treatment,0,0,0,0,0.0
EXP07926,Control,0,0,0,0,0.0
EXP07927,Treatment,0,0,0,0,0.0
EXP07928,Control,1,1,0,1,267.2
EXP07929,Treatment,1,1,0,1,1571.71
EXP07930,Treatment,0,0,0,0,0.0
EXP07931,Treatment,1,1,0,1,1074.56
EXP07932,Control,1,1,0,1,327.77
EXP07933,Control,1,1,0,1,1090.84
EXP07934,Control,1,1,0,1,1192.08
EXP07935,Control,1,1,0,1,613.59
EXP07936,Treatment,1,1,0,1,492.94
EXP07937,Treatment,1,1,0,1,828.59
EXP07938,Treatment,1,1,0,1,564.57
EXP07939,Control,1,1,0,1,747.75
EXP07940,Treatment,1,1,0,1,1178.46
EXP07941,Control,0,0,0,0,0.0
EXP07942,Treatment,1,1,0,1,1026.67
EXP07943,Control,1,1,0,1,1140.83
EXP07944,Treatment,1,1,0,1,997.82
EXP07945,Control,1,1,0,1,553.45
EXP07946,Treatment,1,1,1,0,0.0
EXP07947,Control,0,0,0,0,0.0
EXP07948,Control,1,1,0,1,1221.36
EXP07949,Control,0,0,0,0,0.0
EXP07950,Control,0,0,0,0,0.0
EXP07951,Control,1,1,0,1,803.06
EXP07952,Treatment,1,1,0,1,653.16
EXP07953,Control,1,1,0,1,1434.37
EXP07954,Treatment,1,1,0,1,868.09
EXP07955,Treatment,1,1,0,1,658.01
EXP07956,Treatment,1,1,0,1,747.83
EXP07957,Control,1,1,0,1,1310.74
EXP07958,Treatment,1,1,0,1,707.58
EXP07959,Control,1,1,0,1,761.39
EXP07960,Control,1,1,0,1,893.79
EXP07961,Treatment,0,0,0,0,0.0
EXP07962,Control,1,1,0,1,889.46
EXP07963,Treatment,1,1,0,1,736.71
EXP07964,Treatment,1,1,0,1,906.56
EXP07965,Treatment,1,1,0,1,425.47
EXP07966,Control,1,1,0,1,1218.5
EXP07967,Treatment,1,1,0,1,930.79
EXP07968,Control,0,0,0,0,0.0
EXP07969,Control,1,1,0,1,583.45
EXP07970,Control,1,1,0,1,873.68
EXP07971,Treatment,1,1,0,1,710.32
EXP07972,Treatment,0,0,0,0,0.0
EXP07973,Control,1,1,0,1,675.05
EXP07974,Control,1,1,0,1,1401.2
EXP07975,Treatment,1,1,0,1,851.59
EXP07976,Control,1,1,0,1,999.51
EXP07977,Treatment,1,1,0,1,807.8
EXP07978,Treatment,1,1,1,0,0.0
EXP07979,Treatment,1,1,0,1,838.9
EXP07980,Treatment,0,0,0,0,0.0
EXP07981,Treatment,1,1,0,1,1482.69
EXP07982,Control,1,1,0,1,822.25
EXP07983,Control,1,1,0,1,691.49
EXP07984,Treatment,1,1,0,1,723.86
EXP07985,Control,0,0,0,0,0.0
EXP07986,Control,1,1,0,1,708.57
EXP07987,Control,0,0,0,0,0.0
EXP07988,Treatment,0,0,0,0,0.0
EXP07989,Treatment,1,1,0,1,832.84
EXP07990,Treatment,1,1,0,1,682.18
EXP07991,Treatment,1,1,0,1,552.26
EXP07992,Treatment,1,1,1,0,0.0
EXP07993,Control,1,1,0,1,496.23
EXP07994,Treatment,1,1,0,1,925.7
EXP07995,Treatment,1,1,0,1,1024.81
EXP07996,Control,1,1,0,1,424.89
EXP07997,Control,1,1,0,1,1305.56
EXP07998,Control,1,1,0,1,894.68
EXP07999,Control,1,1,0,1,658.36
EXP08000,Control,1,1,0,1,651.81
EXP08001,Control,0,0,0,0,0.0
EXP08002,Treatment,1,1,0,1,699.15
EXP08003,Treatment,1,1,0,1,886.7
EXP08004,Treatment,1,1,0,1,778.69
EXP08005,Treatment,1,1,0,1,978.06
EXP08006,Control,1,1,1,0,0.0
EXP08007,Treatment,1,1,0,1,899.56
EXP08008,Control,1,1,0,1,342.15
EXP08009,Treatment,1,1,0,1,823.24
EXP08010,Control,1,1,0,1,958.03
EXP08011,Treatment,1,1,1,0,0.0
EXP08012,Control,0,0,0,0,0.0
EXP08013,Treatment,1,1,0,1,1090.73
EXP08014,Treatment,0,0,0,0,0.0
EXP08015,Control,1,1,0,1,862.14
EXP08016,Treatment,1,1,0,1,1633.36
EXP08017,Treatment,1,1,0,1,289.35
EXP08018,Control,1,1,0,1,854.44
EXP08019,Control,1,1,0,1,816.72
EXP08020,Control,0,0,0,0,0.0
EXP08021,Control,1,1,0,1,1016.59
EXP08022,Control,1,1,0,1,718.74
EXP08023,Control,0,0,0,0,0.0
EXP08024,Treatment,1,1,0,1,635.52
EXP08025,Treatment,1,1,0,1,513.17
EXP08026,Treatment,1,1,0,1,700.85
EXP08027,Control,1,1,0,1,766.46
EXP08028,Control,1,1,0,1,850.01
EXP08029,Control,1,1,0,1,1049.72
EXP08030,Control,1,1,0,1,1049.57
EXP08031,Control,1,1,0,1,956.88
EXP08032,Treatment,1,1,0,1,522.35
EXP08033,Control,0,0,0,0,0.0
EXP08034,Control,1,1,1,0,0.0
EXP08035,Control,1,1,0,1,362.25
EXP08036,Treatment,1,1,0,1,698.95
EXP08037,Control,1,1,0,1,808.61
EXP08038,Control,1,1,0,1,517.42
EXP08039,Treatment,0,0,0,0,0.0
EXP08040,Treatment,0,0,0,0,0.0
EXP08041,Control,1,1,1,0,0.0
EXP08042,Treatment,1,1,0,1,495.14
EXP08043,Control,1,1,0,1,845.59
EXP08044,Control,1,1,0,1,1016.36
EXP08045,Treatment,1,1,0,1,745.64
EXP08046,Treatment,1,1,0,1,614.2
EXP08047,Control,1,1,0,1,553.51
EXP08048,Treatment,1,1,0,1,1111.17
EXP08049,Treatment,1,1,0,1,614.11
EXP08050,Control,1,1,0,1,566.92
EXP08051,Control,1,1,0,1,1168.15
EXP08052,Control,1,1,1,0,0.0
EXP08053,Control,1,1,0,1,386.34
EXP08054,Control,1,1,0,1,800.27
EXP08055,Treatment,1,1,0,1,907.65
EXP08056,Control,1,1,0,1,919.11
EXP08057,Control,1,1,0,1,1022.6
EXP08058,Control,1,1,0,1,695.73
EXP08059,Treatment,1,1,0,1,368.29
EXP08060,Treatment,1,0,0,0,0.0
EXP08061,Treatment,1,1,0,1,1139.74
EXP08062,Treatment,0,0,0,0,0.0
EXP08063,Treatment,1,1,0,1,1028.15
EXP08064,Treatment,0,0,0,0,0.0
EXP08065,Control,1,1,0,1,691.56
EXP08066,Treatment,0,0,0,0,0.0
EXP08067,Treatment,0,0,0,0,0.0
EXP08068,Treatment,1,1,1,0,0.0
EXP08069,Treatment,1,1,0,1,689.69
EXP08070,Control,1,1,0,1,446.81
EXP08071,Treatment,1,1,0,1,660.96
EXP08072,Control,1,1,0,1,1397.94
EXP08073,Treatment,1,1,0,1,800.48
EXP08074,Control,1,1,0,1,794.76
EXP08075,Treatment,1,1,0,1,1034.25
EXP08076,Treatment,1,1,0,1,1120.81
EXP08077,Treatment,1,1,0,1,1026.86
EXP08078,Treatment,1,1,0,1,721.96
EXP08079,Control,1,1,0,1,457.13
EXP08080,Control,0,0,0,0,0.0
EXP08081,Control,1,1,0,1,530.39
EXP08082,Treatment,1,1,0,1,601.89
EXP08083,Control,1,1,0,1,425.58
EXP08084,Treatment,1,1,0,1,840.22
EXP08085,Control,1,1,0,1,936.84
EXP08086,Control,0,0,0,0,0.0
EXP08087,Treatment,1,1,0,1,937.72
EXP08088,Control,1,1,0,1,1138.8
EXP08089,Treatment,1,1,0,1,524.43
EXP08090,Treatment,1,1,0,1,953.18
EXP08091,Treatment,1,1,0,1,545.3
EXP08092,Control,1,1,0,1,1004.19
EXP08093,Treatment,0,0,0,0,0.0
EXP08094,Treatment,1,1,0,1,779.19
EXP08095,Treatment,1,1,0,1,381.87
EXP08096,Control,1,1,0,1,702.44
EXP08097,Control,1,0,0,0,0.0
EXP08098,Control,0,0,0,0,0.0
EXP08099,Control,1,1,0,1,820.64
EXP08100,Treatment,0,0,0,0,0.0
EXP08101,Control,1,1,0,1,431.65
EXP08102,Control,0,0,0,0,0.0
EXP08103,Treatment,1,1,0,1,534.45
EXP08104,Treatment,1,1,0,1,732.91
EXP08105,Control,1,1,0,1,926.24
EXP08106,Control,1,0,0,0,0.0
EXP08107,Control,1,1,0,1,646.97
EXP08108,Treatment,1,1,0,1,898.21
EXP08109,Treatment,1,1,0,1,686.07
EXP08110,Treatment,1,1,0,1,675.45
EXP08111,Treatment,1,1,0,1,622.85
EXP08112,Treatment,1,1,0,1,770.35
EXP08113,Control,0,0,0,0,0.0
EXP08114,Treatment,1,1,0,1,1191.38
EXP08115,Control,0,0,0,0,0.0
EXP08116,Treatment,1,1,0,1,379.63
EXP08117,Treatment,1,1,0,1,609.54
EXP08118,Control,1,1,0,1,1108.12
EXP08119,Control,1,1,0,1,679.53
EXP08120,Control,1,1,0,1,923.53
EXP08121,Treatment,1,1,0,1,758.41
EXP08122,Treatment,0,0,0,0,0.0
EXP08123,Control,0,0,0,0,0.0
EXP08124,Treatment,1,1,0,1,1089.12
EXP08125,Treatment,1,1,0,1,826.07
EXP08126,Control,1,1,0,1,574.98
EXP08127,Control,0,0,0,0,0.0
EXP08128,Control,1,1,1,0,0.0
EXP08129,Treatment,1,1,0,1,1157.4
EXP08130,Control,1,1,0,1,744.04
EXP08131,Control,1,1,0,1,802.61
EXP08132,Control,1,0,0,0,0.0
EXP08133,Control,1,1,0,1,677.79
EXP08134,Control,1,1,1,0,0.0
EXP08135,Control,1,1,0,1,1017.54
EXP08136,Treatment,0,0,0,0,0.0
EXP08137,Treatment,1,1,0,1,873.3
EXP08138,Control,1,1,0,1,1032.72
EXP08139,Control,1,1,0,1,900.73
EXP08140,Control,1,1,0,1,507.75
EXP08141,Control,0,0,0,0,0.0
EXP08142,Treatment,1,1,0,1,891.59
EXP08143,Control,1,1,0,1,1050.06
EXP08144,Control,1,1,0,1,693.83
EXP08145,Treatment,0,0,0,0,0.0
EXP08146,Control,0,0,0,0,0.0
EXP08147,Treatment,0,0,0,0,0.0
EXP08148,Treatment,1,1,0,1,892.92
EXP08149,Treatment,0,0,0,0,0.0
EXP08150,Treatment,1,0,0,0,0.0
EXP08151,Treatment,1,1,0,1,1061.3
EXP08152,Control,1,1,0,1,776.14
EXP08153,Control,1,0,0,0,0.0
EXP08154,Control,1,1,0,1,886.75
EXP08155,Control,1,0,0,0,0.0
EXP08156,Control,1,1,0,1,892.55
EXP08157,Treatment,1,1,1,0,0.0
EXP08158,Control,1,1,0,1,558.95
EXP08159,Control,1,1,1,0,0.0
EXP08160,Treatment,1,1,0,1,504.79
EXP08161,Control,1,1,0,1,685.44
EXP08162,Control,1,1,0,1,781.4
EXP08163,Treatment,1,1,0,1,666.01
EXP08164,Control,1,1,0,1,547.99
EXP08165,Treatment,1,1,0,1,945.84
EXP08166,Treatment,1,1,0,1,733.11
EXP08167,Treatment,1,1,0,1,427.58
EXP08168,Treatment,1,1,0,1,459.3
EXP08169,Treatment,0,0,0,0,0.0
EXP08170,Control,1,1,0,1,711.84
EXP08171,Control,1,1,0,1,1034.26
EXP08172,Treatment,1,1,0,1,377.06
EXP08173,Control,1,1,0,1,679.14
EXP08174,Control,1,1,0,1,1115.2
EXP08175,Control,0,0,0,0,0.0
EXP08176,Treatment,1,0,0,0,0.0
EXP08177,Treatment,0,0,0,0,0.0
EXP08178,Control,1,1,0,1,946.47
EXP08179,Control,1,1,0,1,854.59
EXP08180,Control,1,1,0,1,601.15
EXP08181,Control,1,1,0,1,607.71
EXP08182,Control,1,1,0,1,352.07
EXP08183,Control,1,1,0,1,898.28
EXP08184,Treatment,1,1,1,0,0.0
EXP08185,Control,1,1,0,1,1122.46
EXP08186,Control,1,1,0,1,1229.15
EXP08187,Treatment,1,1,0,1,873.24
EXP08188,Control,1,1,0,1,1176.79
EXP08189,Control,1,1,1,0,0.0
EXP08190,Control,1,1,0,1,463.18
EXP08191,Treatment,1,1,0,1,578.74
EXP08192,Control,1,1,0,1,1057.15
EXP08193,Treatment,1,1,0,1,933.11
EXP08194,Control,1,1,0,1,518.65
EXP08195,Control,1,1,0,1,824.82
EXP08196,Treatment,1,1,1,0,0.0
EXP08197,Treatment,1,1,0,1,695.02
EXP08198,Treatment,0,0,0,0,0.0
EXP08199,Control,0,0,0,0,0.0
EXP08200,Treatment,1,1,1,0,0.0
EXP08201,Control,0,0,0,0,0.0
EXP08202,Control,1,1,0,1,817.11
EXP08203,Control,1,1,0,1,627.18
EXP08204,Treatment,1,1,0,1,566.13
EXP08205,Treatment,1,1,0,1,518.56
EXP08206,Treatment,1,1,0,1,455.17
EXP08207,Treatment,1,1,0,1,539.65
EXP08208,Treatment,1,1,0,1,505.19
EXP08209,Treatment,1,1,1,0,0.0
EXP08210,Control,1,1,0,1,669.28
EXP08211,Control,1,1,0,1,886.04
EXP08212,Control,1,1,0,1,916.54
EXP08213,Treatment,1,1,0,1,525.53
EXP08214,Control,1,1,0,1,1029.67
EXP08215,Control,1,1,0,1,947.81
EXP08216,Control,1,1,0,1,855.46
EXP08217,Treatment,1,1,0,1,1349.47
EXP08218,Treatment,0,0,0,0,0.0
EXP08219,Control,0,0,0,0,0.0
EXP08220,Treatment,1,1,0,1,1294.99
EXP08221,Control,1,1,0,1,820.95
EXP08222,Control,1,1,0,1,1319.46
EXP08223,Control,1,1,0,1,601.08
EXP08224,Control,1,1,1,0,0.0
EXP08225,Treatment,1,1,0,1,1780.37
EXP08226,Treatment,1,1,1,0,0.0
EXP08227,Control,0,0,0,0,0.0
EXP08228,Treatment,1,1,0,1,538.84
EXP08229,Treatment,1,1,0,1,794.28
EXP08230,Treatment,1,1,0,1,896.44
EXP08231,Control,0,0,0,0,0.0
EXP08232,Treatment,1,1,0,1,894.83
EXP08233,Treatment,0,0,0,0,0.0
EXP08234,Treatment,1,1,0,1,831.94
EXP08235,Treatment,1,1,0,1,963.6
EXP08236,Control,0,0,0,0,0.0
EXP08237,Control,1,1,0,1,484.01
EXP08238,Treatment,0,0,0,0,0.0
EXP08239,Control,0,0,0,0,0.0
EXP08240,Treatment,1,1,0,1,710.26
EXP08241,Control,0,0,0,0,0.0
EXP08242,Treatment,1,1,0,1,880.97
EXP08243,Treatment,1,1,0,1,443.5
EXP08244,Control,1,1,0,1,680.28
EXP08245,Treatment,1,1,0,1,879.99
EXP08246,Treatment,1,1,0,1,842.91
EXP08247,Treatment,1,1,0,1,912.58
EXP08248,Treatment,1,1,1,0,0.0
EXP08249,Treatment,0,0,0,0,0.0
EXP08250,Treatment,1,1,0,1,454.18
EXP08251,Treatment,1,1,0,1,1242.96
EXP08252,Control,1,1,0,1,602.02
EXP08253,Control,1,1,0,1,785.85
EXP08254,Treatment,1,1,0,1,1124.96
EXP08255,Control,1,1,0,1,714.49
EXP08256,Control,1,1,0,1,1102.07
EXP08257,Control,0,0,0,0,0.0
EXP08258,Control,0,0,0,0,0.0
EXP08259,Control,1,1,0,1,959.58
EXP08260,Control,1,1,0,1,952.81
EXP08261,Treatment,1,1,0,1,485.88
EXP08262,Control,1,1,1,0,0.0
EXP08263,Control,1,1,0,1,1784.96
EXP08264,Control,1,0,0,0,0.0
EXP08265,Treatment,1,1,0,1,1044.64
EXP08266,Control,1,1,0,1,892.93
EXP08267,Control,1,1,0,1,940.98
EXP08268,Treatment,1,1,0,1,774.68
EXP08269,Treatment,1,1,0,1,792.9
EXP08270,Treatment,1,1,1,0,0.0
EXP08271,Treatment,1,1,0,1,574.12
EXP08272,Treatment,1,1,0,1,595.55
EXP08273,Control,1,1,0,1,717.21
EXP08274,Control,0,0,0,0,0.0
EXP08275,Control,0,0,0,0,0.0
EXP08276,Control,0,0,0,0,0.0
EXP08277,Treatment,1,1,0,1,690.39
EXP08278,Control,1,1,0,1,976.32
EXP08279,Control,1,1,0,1,319.05
EXP08280,Control,0,0,0,0,0.0
EXP08281,Control,1,1,0,1,574.96
EXP08282,Control,1,1,0,1,667.66
EXP08283,Treatment,1,1,0,1,817.31
EXP08284,Control,1,1,0,1,666.23
EXP08285,Treatment,0,0,0,0,0.0
EXP08286,Treatment,1,1,0,1,777.8
EXP08287,Treatment,0,0,0,0,0.0
EXP08288,Control,1,1,0,1,737.98
EXP08289,Treatment,1,0,0,0,0.0
EXP08290,Treatment,1,1,0,1,652.25
EXP08291,Control,1,1,0,1,762.48
EXP08292,Control,1,1,0,1,1151.08
EXP08293,Treatment,1,1,0,1,697.42
EXP08294,Control,1,1,0,1,647.4
EXP08295,Control,1,1,0,1,578.12
EXP08296,Control,0,0,0,0,0.0
EXP08297,Control,0,0,0,0,0.0
EXP08298,Treatment,1,0,0,0,0.0
EXP08299,Control,1,1,1,0,0.0
EXP08300,Control,1,1,0,1,661.97
EXP08301,Treatment,1,1,0,1,701.95
EXP08302,Treatment,0,0,0,0,0.0
EXP08303,Control,0,0,0,0,0.0
EXP08304,Treatment,1,1,0,1,726.04
EXP08305,Treatment,1,1,0,1,725.73
EXP08306,Treatment,1,1,0,1,902.99
EXP08307,Treatment,1,0,0,0,0.0
EXP08308,Treatment,1,1,0,1,647.88
EXP08309,Control,1,1,0,1,696.15
EXP08310,Treatment,1,1,0,1,1244.07
EXP08311,Control,1,1,0,1,493.34
EXP08312,Treatment,1,1,0,1,998.72
EXP08313,Control,1,1,0,1,962.57
EXP08314,Treatment,1,1,0,1,820.58
EXP08315,Control,1,1,0,1,472.59
EXP08316,Treatment,1,1,0,1,1005.58
EXP08317,Treatment,1,0,0,0,0.0
EXP08318,Control,1,1,1,0,0.0
EXP08319,Control,1,1,0,1,709.93
EXP08320,Treatment,1,1,0,1,581.67
EXP08321,Control,1,1,0,1,566.25
EXP08322,Control,1,1,0,1,1201.28
EXP08323,Treatment,0,0,0,0,0.0
EXP08324,Treatment,1,1,1,0,0.0
EXP08325,Control,1,1,0,1,707.16
EXP08326,Control,1,1,0,1,997.31
EXP08327,Treatment,1,1,0,1,464.51
EXP08328,Treatment,1,1,0,1,591.79
EXP08329,Treatment,1,1,0,1,910.46
EXP08330,Control,0,0,0,0,0.0
EXP08331,Control,1,1,0,1,730.42
EXP08332,Control,1,1,0,1,786.39
EXP08333,Treatment,1,1,0,1,715.18
EXP08334,Control,1,1,0,1,731.06
EXP08335,Control,0,0,0,0,0.0
EXP08336,Treatment,0,0,0,0,0.0
EXP08337,Treatment,0,0,0,0,0.0
EXP08338,Treatment,0,0,0,0,0.0
EXP08339,Control,1,1,0,1,598.21
EXP08340,Treatment,1,1,0,1,758.23
EXP08341,Treatment,1,1,0,1,707.81
EXP08342,Treatment,1,1,0,1,662.16
EXP08343,Treatment,1,1,0,1,553.51
EXP08344,Treatment,1,1,0,1,390.52
EXP08345,Control,1,1,1,0,0.0
EXP08346,Treatment,0,0,0,0,0.0
EXP08347,Control,1,1,0,1,1142.8
EXP08348,Treatment,1,1,0,1,965.16
EXP08349,Treatment,1,1,0,1,589.95
EXP08350,Treatment,1,1,0,1,979.2
EXP08351,Treatment,1,1,0,1,872.16
EXP08352,Treatment,0,0,0,0,0.0
EXP08353,Control,1,1,0,1,648.03
EXP08354,Control,1,1,0,1,1406.84
EXP08355,Treatment,1,1,0,1,565.44
EXP08356,Control,1,1,0,1,587.06
EXP08357,Treatment,0,0,0,0,0.0
EXP08358,Control,1,1,0,1,982.75
EXP08359,Treatment,1,1,0,1,653.5
EXP08360,Treatment,1,1,0,1,1267.16
EXP08361,Treatment,1,1,0,1,1167.54
EXP08362,Control,1,1,0,1,531.93
EXP08363,Treatment,1,1,0,1,888.5
EXP08364,Control,1,1,0,1,748.91
EXP08365,Treatment,1,1,0,1,1020.84
EXP08366,Control,1,1,0,1,613.73
EXP08367,Treatment,1,1,0,1,1705.44
EXP08368,Control,1,1,1,0,0.0
EXP08369,Treatment,1,1,0,1,689.18
EXP08370,Treatment,1,1,0,1,563.95
EXP08371,Treatment,0,0,0,0,0.0
EXP08372,Control,1,1,0,1,752.06
EXP08373,Control,1,1,0,1,1388.72
EXP08374,Control,1,1,0,1,605.92
EXP08375,Control,1,1,0,1,470.49
EXP08376,Treatment,1,1,0,1,722.79
EXP08377,Treatment,0,0,0,0,0.0
EXP08378,Treatment,0,0,0,0,0.0
EXP08379,Treatment,1,0,0,0,0.0
EXP08380,Treatment,0,0,0,0,0.0
EXP08381,Treatment,1,1,0,1,1104.42
EXP08382,Treatment,1,1,0,1,811.57
EXP08383,Treatment,1,1,0,1,569.2
EXP08384,Control,0,0,0,0,0.0
EXP08385,Control,1,1,1,0,0.0
EXP08386,Control,1,1,0,1,392.57
EXP08387,Control,1,1,0,1,860.82
EXP08388,Treatment,1,1,1,0,0.0
EXP08389,Control,1,1,0,1,515.92
EXP08390,Treatment,1,1,0,1,1141.22
EXP08391,Control,0,0,0,0,0.0
EXP08392,Treatment,1,1,0,1,1022.29
EXP08393,Treatment,1,1,0,1,302.46
EXP08394,Control,1,1,0,1,879.41
EXP08395,Control,1,1,0,1,810.52
EXP08396,Treatment,1,1,0,1,982.58
EXP08397,Treatment,1,1,0,1,1491.73
EXP08398,Control,1,1,0,1,1022.55
EXP08399,Treatment,1,1,1,0,0.0
EXP08400,Control,1,1,0,1,535.43
EXP08401,Treatment,0,0,0,0,0.0
EXP08402,Treatment,1,1,0,1,1268.0
EXP08403,Treatment,1,0,0,0,0.0
EXP08404,Control,1,1,0,1,1097.27
EXP08405,Treatment,1,1,0,1,1007.6
EXP08406,Treatment,1,1,0,1,645.38
EXP08407,Control,1,1,0,1,1102.58
